X,Y,FEMA_Region,Food_Bank_Name,Member_Number,Address,City,State,Zip_Code,Web_Page,Facebook_Page,FID,Status,GlobalID
-9967334.9877,4426121.6968,7,Southeast Missouri Food Bank,187,600 State Highway H,Sikeston,MO,63801,http://www.semofoodbank.org,http://www.facebook.com/SoutheastMOFoodBank,109,Stabilizing,f3f24738-f624-4d0b-b181-f45ad77e2bee
-10070051.1946,4690878.3065,7,St. Louis Area Foodbank,85,70 Corporate Woods Drive,Bridgeton,MO,63044,http://stlfoodbank.org/,http://www.facebook.com/stlfoodbank,110,Stable,b5305d6a-84a4-4b98-b4f1-6be49691e41a
-10407677.9611,5978911.2346,5,Second Harvest North Central Food Bank,140,2222 Cromell Drive,Grand Rapids,MN,55744,http://www.secondharvestncfb.com,http://www.facebook.com/SecondHarvestNorthCentral,111,Stabilizing,d40dcf39-3caf-41af-b5cc-880eea31be6c
-10275525.8239,4717626.8867,7,The Food Bank for Central and Northeast Missouri,116,"2101 Vandiver Drive, Suite B",Columbia,MO,65202-1910,http://www.sharefoodbringhope.org,http://www.facebook.com/TheFoodBankMO,112,Stable,ea1a35dd-1422-44a6-bcba-bee8479c865b
-10695327.4578,5043989.2313,7,Food Bank for the Heartland,63,10525  J Street,Omaha,NE,68127-1021,http://www.foodbankheartland.org,http://www.facebook.com/foodbankheartland,113,Stabilizing,dc4fe06a-19b9-4654-99df-519a91999c04
-10759207.1213,4991999.3829,7,"Food Bank of Lincoln, Inc.",157,"4840 Doris Bair Circle, Suite A",Lincoln,NE,68504-1465,http://www.lincolnfoodbank.org,http://www.facebook.com/FoodBankofLincoln,114,Stable,20e38175-6250-4e29-be0c-b7f7df1739ff
-11668710.5132,4697847.0024,8,Care and Share Food Bank,19,2605 Preamble Point,Colorado Springs,CO,80915,http://www.careandshare.org,http://www.facebook.com/careandsharefb,115,Stabilizing,f06c090d-217d-49d1-b21f-1051c413520a
-11701938.3854,4860128.1609,8,Community Food Share,110,650 S. Taylor Ave.,Louisville,CO,80027,http://communityfoodshare.org/,http://www.facebook.com/communityfoodshare,116,Stable,f942fdcd-5898-4e94-b709-32d2556b5cfc
-11688341.4828,4931672.7008,8,Food Bank for Larimer County,137,5706 Wright Drive,Loveland,CO,80538,http://www.foodbanklarimer.org,http://www.facebook.com/foodbankforlarimercounty,117,Stabilizing,d39c808b-96f2-4443-a2b6-12e829b6eda7
-11673357.5145,4833826.8281,8,Food Bank of the Rockies,25,10700 E. 45th Ave,Denver,CO,80239,http://www.foodbankrockies.org,http://www.facebook.com/pages/Food-Bank-of-the-Rockies/28729603879?sid=b56db8dffc93d1f409250e100f6df,118,Stabilizing,144398a1-e480-453e-8fac-253e382d62cc
-11654949.0236,4930718.5934,8,Weld Food Bank,141,1108 H Street,Greeley,CO,80631,http://www.weldfoodbank.org,http://www.facebook.com/weldfoodbank,119,Stabilizing,630efa1b-2105-46d5-bda0-3e46067d5717
-12698732.5759,5929315.968,8,Montana Food Bank Network,320,5625 Expressway,Missoula,MT,59808,http://www.mfbn.org,http://www.facebook.com/feedmontana,120,Stable,5841dc1c-1798-4f67-b205-1d44dc95180c
-10776809.6805,5922327.3799,8,Great Plains Food Bank,220,1720 3rd Avenue North,Fargo,ND,58102,http://www.greatplainsfoodbank.org/,http://www.facebook.com/GreatPlainsFoodBank,121,Stable,53942a2f-d00d-40d3-8066-1165699c7556
-10771567.8683,5403425.5321,8,Feeding South Dakota,188,4701 N Westport Ave,Sioux Falls,SD,57107,http://www.feedingsouthdakota.org,http://www.facebook.com/FeedingSD,122,Stabilizing,8c466ac7-2adc-4e8a-8af6-706656e45e7a
-12458542.6017,4968896.5882,8,Utah Food Bank,279,3150 South 900 West,Salt Lake City,UT,84119,http://www.utahfoodbank.org,http://www.facebook.com/utahfoodbank,123,Stabilizing,be1adea9-3dc4-4172-a0cf-3868edc3101e
-12348276.4317,3788115.2097,9,Community Food Bank of Southern Arizona,91,3003 South Country Club Road,Tucson,AZ,85713,http://www.communityfoodbank.org,http://www.facebook.com/pages/Community-Food-Bank/112454848794673?sk=wall,124,Stable,c482a7cf-692e-4c1a-ad38-d3daf3592390
-12481774.7737,3959074.1146,9,St. Mary's Food Bank Alliance,319,2831 N. 31st Avenue,Phoenix,AZ,85009,http://www.firstfoodbank.org,http://www.facebook.com/firstfoodbank,125,Stabilizing,c4f926a4-59ee-4676-a938-a9ba4ee3bdef
-12451172.0837,3949804.2207,9,United Food Bank,164,245 South Nina Drive,Mesa,AZ,85210,http://www.unitedfoodbank.org,http://www.facebook.com/pages/United-food-Bank/19747724985,126,Stable,dad7aa4e-51ba-46f1-b3e0-557007d49547
-12756493.9644,3853568.8211,9,Yuma Community Food Bank,603,2404 E 24th St. Ste. A,Yuma,AZ,85365,http://www.yumafoodbank.org,http://www.facebook.com/#!/yumafoodbank,127,Stable,bc8358ee-38d0-43b2-9841-dcd7afe66bdd
-13603482.1726,4542910.7013,9,Alameda County Community Food Bank,169,7900 Edgewater Drive,Oakland,CA,94621,http://www.accfb.org,http://www.facebook.com/alcofoodbank,128,Stable,0f27d518-e728-4a59-b21d-b8fde4fe16fc
-13331248.1091,4396504.4296,9,Central California Food Bank,281,4010 E. Hardy Ave,Fresno,CA,93725,http://ccfoodbank.org/,http://www.facebook.com/Communityfoodbankcentralvalley,129,Stabilizing,b1c0c31f-af35-4ffa-9aa8-116776e93ebf
-13069764.141,4018861.7752,9,Feeding America Riverside San Bernardino Counties,73,2950 - A Jefferson Street,Riverside,CA,92504-4360,http://feedingie.org/,http://www.facebook.com/feedingamericaie,130,Stable,cbac6bd6-dfcb-4236-92cd-99b1b432bdee
-13044746.0454,3882186.6398,9,Feeding San Diego,77,"9455 Waples Street, Suite 135",San Diego,CA,92121,http://www.feedingsandiego.org,http://www.facebook.com/feedingsandiego,131,Stable,0ea8dda5-7742-45c1-98e0-59c7f53781ba
-12935567.147,3991077.8403,9,FIND Food Bank,113,83-775 Citrus Ave,Indio,CA,92202,http://www.FINDfoodbank.org,http://www.facebook.com/FINDFoodBank,132,Stable,57639514-8085-4c13-bb4d-a6901846ab64
-13544523.5822,4395046.5748,9,Food Bank for Monterey County,225,"815 W. Market Street, Suite 5",Salinas,CA,93901,http://www.foodbankformontereycounty.org,http://www.facebook.com/TheFoodBankforMontereyCounty,133,Unstable,a464000e-7fad-4e9e-995c-827af471c2c8
-13586204.4275,4580349.7685,9,Food Bank of Contra Costa and Solano,22,4010 Nelson Ave,Concord,CA,94520-1200,http://www.foodbankccs.org,http://www.facebook.com/foodbankccs,134,Unstable,c2b72e5a-2a4f-4069-9767-3ad9efa1f6c7
-13265053.6877,4063200.5693,9,Food Share of Ventura County,66,4156 Southbank Road,Oxnard,CA,93036,http://www.foodshare.com,http://www.facebook.com/FoodShareofVenturaCounty,135,Stable,c24e1ea4-bbef-4d3e-868e-01a13f50737c
-13333553.9041,4087883.2986,9,Foodbank of Santa Barbara County,184,4554 Hollister Avenue,Santa Barbara,CA,93110,http://www.foodbanksbc.org,http://www.facebook.com/FoodbankSB,136,Stable,a7bf3795-0b68-47d9-90e9-38968395bdae
-13162639.4421,4029878.2192,9,Los Angeles Regional Food Bank,45,1734 E. 41st Street,Los Angeles,CA,90058-1502,http://www.lafoodbank.org,http://www.facebook.com/lafoodbank,137,Stable,210f6019-df8b-4418-ac24-1b1198d18ec3
-13503580.4405,4690794.7642,9,Placer Food Bank,178,8284 Industrial Ave,Roseville,CA,95678,http://www.placerfoodbank.org,http://www.facebook.com/placerfoodbank,138,Stable,33bcbe1d-63ec-486c-8c7c-97eee5ee7e50
-13669291.1197,4652291.7228,9,Redwood Empire Food Bank,185,3990 Brickway Blvd,Santa Rosa,CA,95403,http://www.refb.org,http://www.facebook.com/pages/Redwood-Empire-Food-Bank/115482921809001,139,Stabilizing,acabae2f-2412-44f2-bb46-ac3a2ff7bfee
-10260304.4311,5914893.9131,5,Second Harvest Northern Lakes Food Bank,218,4503 Airpark Boulevard,Duluth,MN,55811,http://www.northernlakesfoodbank.org,http://www.facebook.com/northernlakesfoodbank,140,Stable,256abfbe-81a7-4863-bb50-e8f5c6839c58
-13106220.1191,3983896.4204,9,Second Harvest Food Bank of Orange County,64,8014 Marine Way,Irvine,CA,92618,http://www.FeedOC.org,http://www.facebook.com/SecondHarvestFoodBankOC,141,Stabilizing,8fec4b4b-1793-4afa-a859-844009270162
-13492868.7782,4549064.0585,9,Second Harvest Food Bank of San Joaquin and Stanislaus Counties,199,1220 Vanderbilt Cir,Manteca,CA,95337,http://www.localfoodbank.org,http://www.facebook.com/localfoodbank,142,Stable,716c24db-8f29-49ce-ab5f-663e4fbf18f4
-13567306.7301,4479842.8361,9,Second Harvest of Silicon Valley,79,750 Curtner Avenue,San Jose,CA,95125,http://www.SHFB.org,http://www.facebook.com/2ndharvest,143,Stable,5cf8d0f3-eb7a-4698-af8a-5ff58054d3f9
-13555674.1951,4425583.3713,9,Second Harvest Food Bank Santa Cruz County,96,800 Ohlone Parkway,Watsonville,CA,95076-7005,http://www.thefoodbank.org,http://www.facebook.com/SecondHarvestSantaCruz,144,Stable,ab751bdb-49d3-4064-807e-c353e8599027
-13624710.8842,4544798.1004,9,SF-Marin Food Banks,78,900 Pennsylvania Avenue,San Francisco,CA,94107,http://www.sfmfoodbank.org,http://www.facebook.com/sfmfoodbank,145,Stabilizing,7cab18ee-63df-4b82-a42b-1e8d64f79b72
-17576737.1659,2431978.4247,9,"Hawaii Foodbank, Inc.",36,2611 Kilihau St,Honolulu,HI,96819,http://www.hawaiifoodbank.org,http://www.facebook.com/pages/Hawaii-Foodbank/107960259225890,146,Stable,d5a53579-f1d8-469e-ab10-d3021509cecf
-13299882.4385,4798507.7058,9,Food Bank of Northern Nevada,82,550 Italy Dr,Sparks,NV,89437,http://fbnn.org/,http://www.facebook.com/FoodBankNN,147,Stable,91cc0693-b0b7-4404-98d9-be6d3fffb782
-12812490.7852,4333153.0482,9,Three Square Food Bank,155,4190 N. Pecos Rd.,Las Vegas,NV,89115,http://www.threesquare.org,http://www.facebook.com/pages/Three-Square/56816738668,148,Stabilizing,cfaf6c37-7387-4eeb-997d-a079724baff8
-16680248.3659,8677088.6254,10,"Food Bank of Alaska, Inc.",3,2121 Spar Avenue,Anchorage,AK,99501-1886,http://www.foodbankofalaska.org,http://www.facebook.com/pages/Food-Bank-of-Alaska/112124151306,149,Stabilizing,d3eba9ed-86bf-41fc-a4bb-19016d87f062
-12934426.9592,5399266.9574,10,The Idaho Foodbank,109,3562 South TK Avenue,Boise,ID,83705,http://www.idahofoodbank.org,http://www.facebook.com/theidahofoodbank,150,Stabilizing,9cc8b02b-2727-48f6-aa5f-42d9c4a650b4
-13651480.0147,5713366.3959,10,Oregon Food Bank,68,7900 NE 33rd Drive,Portland,OR,97211,http://www.oregonfoodbank.org,http://www.facebook.com/oregonfoodbank,151,Stabilizing,53d3b4f5-59cc-4754-8d9c-19d15fb0bf7c
-13616874.0154,6026783.7306,10,Food Lifeline,81,815 South 96th Street,Seattle,WA,98108,http://www.foodlifeline.org,http://www.facebook.com/FoodLifeline,152,Stable,bc35b3cf-d866-4c4a-9e4d-38e3136109fb
-13067934.4519,6050525.9466,10,Second Harvest Inland Northwest,83,1234 E. Front Avenue,Spokane,WA,99202,http://www.2-harvest.org,http://www.facebook.com/pages/Second-Harvest-Inland-Northwest/123973695052,153,Stabilizing,0f633da7-ea89-4dac-a09a-dba1ede9fd42
-9076547.2712,5023146.2582,5,Akron-Canton Regional Foodbank,100,350 Opportunity Parkway,Akron,OH,44307,http://www.akroncantonfoodbank.org,http://www.facebook.com/akroncantonfoodbank,154,Stable,23c42f54-f716-4eca-b16c-f33086ba404c
-9408723.2505,4737026.512,5,Freestore Foodbank,17,1141 Central Parkway,Cincinnati,OH,45202,http://www.freestorefoodbank.org,http://www.facebook.com/FreestoreFoodbank,155,Stabilizing,726d8ad2-b26c-4747-88e7-0759a68b315e
-9080607.5486,5096302.9925,5,"Greater Cleveland Food Bank, Inc.",18,15500 South Waterloo Road,Cleveland,OH,44110,http://www.GreaterClevelandFoodBank.org,http://www.facebook.com/ClevelandFoodbank,156,Stable,cab649a3-c092-4a4c-a220-bcf4948e060e
-9245204.964,4849003.0175,5,Mid-Ohio Foodbank,21,3960 Brookham Dr.,Grove City,OH,43123,http://www.midohiofoodbank.org,http://www.facebook.com/midohiofoodbank,157,Stable,1666560f-1ba4-4f3c-87a3-9fe4ac2c661b
-9171862.9062,4798847.2321,5,SE Ohio Foodbank,167,1005 CIC Drive,Logan,OH,43138,http://hapcap.org/foodbank,http://www.facebook.com/SeOhioFoodbank,158,Stable,8cb6f149-7fc9-4595-b9b7-d0ae7313fe28
-9159498.9018,5074972.5243,5,Second Harvest Food Bank of North Central Ohio,202,5510 Baumhart Rd,Lorain,OH,44053,http://www.secondharvestfoodbank.org,http://www.facebook.com/Second.Harvest.Food.Bank.Ohio,159,Stable,46e1d642-cffc-4bfb-a13d-3c837ca5ffb2
-8984167.0209,5031338.729,5,Second Harvest Food Bank of the Mahoning Valley,214,2805 Salt Springs Road,Youngstown,OH,44509,http://www.mahoningvalleysecondharvest.org,http://www.facebook.com/SHFBMV,160,Stable,798a2f15-4764-4be9-ac40-b7f7e7982277
-9328418.9737,4855067.099,5,"Second Harvest Foodbank of Clark, Champaign, and Logan Counties",191,701 East Columbia Street,Springfield,OH,45503,http://www.feedccl.org/,http://www.facebook.com/2ndHarvestOH,161,Stable,b5152bbd-cb53-4b0f-9fcd-e3cc355a21e8
-9408286.4328,4768747.7056,5,Shared Harvest Foodbank,129,5901 Dixie Highway,Fairfield,OH,45014-4207,http://www.sharedharvest.org,http://www.facebook.com/sharedharvestfoodbank,162,Stable,05f06a8d-f5a2-4725-9cff-ac63bd7cc5c7
-9374293.6115,4829507.5607,5,"The Foodbank, Inc.",121,56 Armor Place,Dayton,OH,45417,http://www.thefoodbankdayton.org,http://www.facebook.com/thefoodbank,163,Stabilizing,b41b070e-e34f-42ac-b80d-d3b5c375588d
-9300105.0636,5110260.8643,5,Toledo Northwestern Ohio Food Bank,197,24 East Woodruff Avenue,Toledo,OH,43604,http://www.toledofoodbank.org,http://www.facebook.com/toledofoodbank,164,Stable,5f1aff4e-dd08-4bbb-9291-a7d5ccb7d738
-9359828.3041,4972676.5902,5,West Ohio Food Bank,285,1380 East Kibby Street,Lima,OH,45804,http://www.westohiofoodbank.org/,http://www.facebook.com/WestOhioFoodBank,165,Stabilizing,b89b0d34-b2e5-4967-93bb-fe1815921217
-9788653.4443,5320716.149,5,Feeding America Eastern Wisconsin,51,1700 W. Fond Du Lac Avenue,Milwaukee,WI,53205,http://www.feedingamericawi.org/,http://www.facebook.com/FeedingAmericaEasternWisconsin,166,Stable,27ac4924-f7ea-4113-8c16-84b8e40284b9
-9940281.3316,5320850.7517,5,Second Harvest Foodbank of Southern Wisconsin,160,2802 Dairy Drive,Madison,WI,53718,http://www.secondharvestmadison.org,http://www.facebook.com/SecondHarvestFoodbankOfSouthernWisconsin,167,Stable,d80c4784-d556-4ed9-a81b-ebb8742fe5d1
-9176621.8769,4638645.3192,5,Facing Hunger Foodbank,145,1327 Seventh Avenue,Huntington,WV,25701,http://facinghunger.org,http://www.facebook.com/FacingHunger,168,Stabilizing,bc219595-2258-4bd8-8877-788374ff5af9
-10277329.4644,4121816.6866,6,Arkansas Foodbank,43,4301 W 65th St,Little Rock,AR,72209,http://www.arkansasfoodbank.org/,http://www.facebook.com/arkansasfoodbank,169,Stable,3dfd95eb-28c4-4c6f-98a2-de7559c03dd2
-10091008.7795,4273672.2652,6,Food Bank of Northeast Arkansas,151,3414 One Place,Jonesboro,AR,72402,http://www.foodbankofnea.org,http://www.facebook.com/FoodBankofNEA/?fref=ts,170,Stable,042934a0-c5a2-4fcb-9eab-df4236f20f67
-10465033.942,3953928.3376,6,"Harvest Regional Food Bank, Inc.",316,3120 East 19th Street,Texarkana,AR,71854,http://www.harvestregionalfoodbank.org,http://www.facebook.com/harvesttxk,171,Stable,0a297e0f-7230-4336-bdbc-11f81d598aaa
-10476801.2106,4331327.1788,6,Northwest Arkansas Food Bank,611,1378 June Self Drive,Bethel Heights,AR,72764,http://www.NWAfoodbank.org,http://www.facebook.com/nwafoodbank,172,Stable,e91bf051-e8dd-4bf0-aa24-aebebda09c47
-10510528.2253,4208552.7969,6,River Valley Regional Food Bank,138,1617 South Zero Street,Ft. Smith,AR,72918,http://www.rvrfoodbank.org/,http://www.facebook.com/RiverValleyRegionalFoodBank,173,Unstable,7528e721-74a8-4e9a-984f-5884af66bbec
-10291764.6022,3667892.0066,6,Food Bank of Central Louisiana,276,3223 Baldwin Avenue,Alexandria,LA,71301,http://www.fbcenla.org,http://www.facebook.com/Foodbankofcentrallouisiana,174,Stabilizing,25b6b8bc-db55-4554-8a6b-8d43a3b596e2
-10248183.6652,3830786.5753,6,Food Bank of Northeast Louisiana,339,4600 Central Ave,Monroe,LA,71211,http://www.foodbanknela.org/,http://www.facebook.com/FBNELA,175,Stable,2c67616c-b517-48e9-826b-e3ff5b476f10
-10438109.9012,3827670.7199,6,Food Bank of Northwest Louisiana,326,2307 Texas Avenue,Shreveport,LA,71103,http://www.foodbanknla.org/,http://www.facebook.com/pages/Food-Bank-of-Northwest-Louisiana/103692218325,176,Stable,2450dc0e-6703-441a-adb0-ccc954cf9580
-10137479.8524,3564386.2555,6,Greater Baton Rouge Food Bank,298,10600 S. Choctaw Drive,Baton Rouge,LA,70815,http://www.brfoodbank.org,http://www.facebook.com/GBRFoodBank,177,Unstable,dcca6021-b9e3-431b-a2b9-ce8bc4c26b28
-10040213.341,3497360.5685,6,Second Harvest Food Bank of Greater New Orleans and Acadiana,57,700 Edwards Avenue,New Orleans,LA,70123,http://www.no-hunger.org,http://www.facebook.com/2ndHarvestGNOA,178,Stabilizing,1240437e-e61f-4fb4-9025-7a2dd3ac25fa
-11872117.9396,4175333.5641,6,Roadrunner Food Bank,1,5840 Office Blvd NE,Albuquerque,NM,87109,http://www.rrfb.org,http://www.facebook.com/roadrunner.food.bank,179,Stable,f3148953-e8fd-4ed4-b9e0-80ce22d80b82
-10684697.2108,4324532.0958,6,Community Food Bank of Eastern Oklahoma,92,1304 N. Kenosha Ave.,Tulsa,OK,74106,http://www.okfoodbank.org,http://www.facebook.com/okfoodbank,180,Stabilizing,85f1aed8-25b9-41df-8d8e-f97d06a7f9f8
-10866304.0642,4222540.165,6,Regional Food Bank of Oklahoma,62,3355 S. Purdue,Oklahoma City,OK,73179,http://www.regionalfoodbank.org,http://www.facebook.com/regionalfoodbank,181,Stable,f1a2eead-0dfb-474c-9824-c9fc7a09f662
-10876949.1836,3529663.3529,6,Central Texas Food Bank,6,6500 Metropolis Drive,Austin,TX,78744,http://www.centraltexasfoodbank.org/,http://www.facebook.com/CentralTexasFoodBank,182,Stable,c07eba16-8db7-4710-94fe-4bc2f81b625b
-10612587.9094,3807102.1694,6,East Texas Food Bank,216,3201 Robertson Road,Tyler,TX,75701,http://www.EastTexasFoodBank.org,http://www.facebook.com/etfoodbank,183,Stabilizing,8ee0208f-4bc4-4276-bfe6-8841d8a37858
-11835937.2683,3720027.0995,6,El Pasoans Fighting Hunger,726,9541 Plaza Circle,El Paso,TX,79927,http://www.elpasoansfightinghunger.org/,http://www.facebook.com/ElPasoansFightingHunger,184,Stabilizing,90c99839-9678-4c08-a57f-45db91428b78
-10848706.1444,3223936.6539,6,Coastal Bend Food Bank,23,826 Krill St.,Corpus Christi,TX,78408,http://coastalbendfoodbank.org/,http://www.facebook.com/FoodBankofCorpusChristi,185,Stable,73a39b8c-51d8-4ede-b121-774c9dd68ded
-10793607.1342,3351312.742,6,Food Bank of the Golden Crescent,290,3809 E. Rio Grande,Victoria,TX,77901,http://www.tfbgc.org,http://www.facebook.com/foodbankofthegc,186,Stable,c33db352-abdb-42a1-a8bb-ba4e0df4b760
-10929662.0937,3024070.998,6,"Food Bank of the Rio Grande Valley, Inc.",221,724 N. Cage Blvd.,Pharr,TX,78577,http://www.foodbankrgv.com,http://www.facebook.com/FoodBankRGV,187,Stable,de1d32b2-7e4d-4df2-a344-871fb405a921
-11109071.7236,3823187.0355,6,Food Bank of West Central Texas,98,5505 N. First,Abilene,TX,79603,http://www.fbwct.org,http://www.facebook.com/wctfoodbank,188,Stabilizing,a9667c4a-e158-4087-a80a-f4ebeafd700f
-11334060.9076,4191429.0862,6,High Plains Food Bank,2,815 S. Ross,Amarillo,TX,79120,http://www.hpfb.org,http://www.facebook.com/highplainsfoodbank,189,Unstable,47480004-6e36-4f34-a36b-c46f49351bda
-10606049.9095,3475387.272,6,Houston Food Bank,37,535 Portwall Street,Houston,TX,77029,http://www.HoustonFoodBank.org,http://www.facebook.com/thehoustonfoodbank,190,Stable,1113454e-310b-433c-84c9-b00fd6fc191b
-10771451.3866,3895745.5866,6,North Texas Food Bank,24,3677 Mapleshade Lane,Plano,TX,75075,http://www.ntfb.org,http://www.facebook.com/northtexasfoodbank,191,Stable,702cc7cf-41a5-47a9-8476-a7442b370327
-10975246.2887,3429004.1644,6,San Antonio Food Bank,76,5200 Enrique M Barrera Pkwy,San Antonio,TX,78227-2209,http://www.safoodbank.org,http://www.facebook.com/safoodbank,192,Stable,d83552ce-cb00-409c-b372-497b67235c34
-11334248.1532,3967570.6709,6,South Plains Food Bank,47,5605 MLK Boulevard,Lubbock,TX,79404,http://www.spfb.org,http://www.facebook.com/pages/South-Plains-Food-Bank/115034736092,193,Stable,395c86fa-b7f3-416e-8eb6-86882f8d9f9b
-11078139.7422,3188995.1433,6,South Texas Food Bank,627,2121 Jefferson St.,Laredo,TX,78040,http://www.southtexasfoodbank.org/,http://www.facebook.com/southtexasfoodbank,194,Stable,45a65bb5-3269-469b-a65b-cb347b7590d5
-10472637.7991,3509948.5327,6,Southeast Texas Food Bank,323,3845 Martin Luther King Parkway,Beaumont,TX,77705,http://setxfoodbank.org,http://www.facebook.com/SETXFOODBANK,195,Stable,a07a799e-4cda-4981-8a9f-ea6d83d89f85
-10837290.3134,3863695.7151,6,Tarrant Area Food Bank,31,2600 Cullen,Ft. Worth,TX,76107,http://www.tafb.org,http://www.facebook.com/TAFoodBank,196,Stable,a923fef2-cf4d-46fe-9ed3-766fb8ae782e
-11390623.7887,3745080.345,6,West Texas Food Bank,170,411 S. Pagewood Ave.,Odessa,TX,79761,http://www.wtxfoodbank.org,http://www.facebook.com/FeedWestTX,197,Stable,5257034c-88a7-4ff6-bb7b-6a507432f81e
-10963608.6802,4012320.4257,6,Wichita Falls Area Food Bank,209,1230 Midwestern Parkway,Wichita Falls,TX,76307,http://www.wfafb.org,http://www.facebook.com/WFAFB,198,Stable,21692c55-5127-479d-a13d-9e490437ef23
-10418646.7329,5103389.3271,7,Food Bank of Iowa,26,2220 E. 17th Street,Des Moines,IA,50316,http://www.foodbankiowa.org,http://www.facebook.com/foodbankiowa,199,Stable,e62812ea-59a1-4d8c-add7-002db5857acd
-10205482.3774,5169216.2182,7,HACAP Food Reservoir,114,1515 Hawkeye Drive,Hiawatha,IA,52233,http://www.hacap.org,http://www.facebook.com/hacap,200,Stable,89a993de-704c-4322-a073-16247770151f
-10277247.322,5235096.399,7,Northeast Iowa Food Bank,206,1605 Lafayette Steet,Waterloo,IA,50703,http://www.northeastiowafoodbank.org,http://www.facebook.com/NEIFB,201,Stable,f6bbf931-f35e-42ad-84be-cca3ee4074d3
