hospital_id,name,address,status,ownership_information,city_id
1219720,DELAWARE PSYCHIATRIC CENTER,1901 NORTH DUPONT HWY,OPEN,GOVERNMENT - STATE,1840005577
319901,DOVER BEHAVIORAL HEALTH SYSTEM,725 HORSEPOND RD,OPEN,PROPRIETARY,1840005810
1619709,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIDDLETOWN,250 EAST HAMPDEN RD,OPEN,PROPRIETARY,1840005581
419720,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,575 SOUTH DUPONT HWY,OPEN,PROPRIETARY,1840005577
619803,NEMOURS CHILDREN'S HOSPITAL DELAWARE,1600 ROCKLAND RD,OPEN,NON-PROFIT,1840005579
196784303,PAM REHAB HOSPITAL OF DOVER,1240 MCKEE RD,OPEN,NOT AVAILABLE,1840005810
1319713,ROCKFORD CENTER,100 ROCKFORD DR,OPEN,PROPRIETARY,1840005578
1419805,SELECT SPECIALTY HOSPITAL OF WILMINGTON,"701 N CLAYTON ST, FIFTH FLOOR",OPEN,PROPRIETARY,1840005579
819805,ST FRANCIS HEALTHCARE,701 N CLAYTON ST,OPEN,NON-PROFIT,1840005579
196784304,SUN BEHAVIORAL DELAWARE LLC,21655 BIDEN AVE,OPEN,NOT AVAILABLE,1840006065
196784422,14TH MEDICAL GROUP,"201 INDEPENDENCE DRIVE, SUITE 101",OPEN,GOVERNMENT - FEDERAL,1840014807
196784426,1ST SPECIAL OPERATIONS MEDICAL GROUP - HURLBURT FIELD,113 LIELMANIS AVE,OPEN,GOVERNMENT - FEDERAL,1840152947
196784429,22D MEDICAL GROUP,"57950 LEAVENWORTH STREET, BUILDING 250",OPEN,GOVERNMENT - FEDERAL,1840039354
196784431,27TH SPECIAL OPERATIONS MEDICAL GROUP - CANNON AIR FORCE BASE MEDICAL FACILITY,208 WEST DL INGRAM AVE,OPEN,GOVERNMENT - FEDERAL,1840073903
196784435,30TH MEDICAL GROUP,"338 SOUTH DAKOTA, BUILDING 13850",OPEN,GOVERNMENT - FEDERAL,1840074669
196784438,319TH MEDICAL GROUP - GRAND FORKS AFB MEDICAL FACILITY,1599 J STREET,OPEN,GOVERNMENT - FEDERAL,1840073759
196784439,325TH MEDICAL GROUP,340 MAGNOLIA CIRCLE,OPEN,GOVERNMENT - FEDERAL,1840035791
196784440,341ST MEDICAL GROUP,7300 N PERIMETER RD,OPEN,GOVERNMENT - FEDERAL,1840073924
60099702,354TH MEDICAL GROUP,2630 CENTRAL AVENUE,OPEN,GOVERNMENT - FEDERAL,1840037568
196784442,366TH MEDICAL GROUP - MT. HOME AFB MEDICAL FACILITY,"90 HOPE DRIVE, BUILDING 6000",OPEN,GOVERNMENT - FEDERAL,1840074437
196784444,377TH MEDICAL GROUP - KIRTLAND AIR FORCE BASE MEDICAL FACILITY,"1501 SAN PEDRO SE, BUILDING 47",OPEN,GOVERNMENT - FEDERAL,1840019176
196784445,412TH MEDICAL GROUP,"30 NIGHTINGALE ROAD, BUILDING 5525",OPEN,GOVERNMENT - FEDERAL,1840073911
196784448,45TH MEDICAL GROUP,1381 S PATRICK DRIVE,OPEN,GOVERNMENT - FEDERAL,1840042859
196784452,49TH MEDICAL GROUP - HOLLOMAN AIR FORCE BASE MEDICAL FACILITY,"280 FIRST STREET, NUMBER 15",OPEN,GOVERNMENT - FEDERAL,1840037076
196784456,59TH MEDICAL WING - WILFORD HALL AMBULATORY SURGICAL CENTER,"2200 BERGQUIST DRIVE, SUITE 1",OPEN,GOVERNMENT - FEDERAL,1840074237
196784457,5TH MEDICAL GROUP - MINOT AFB MEDICAL FACILITY,194 MISSILE AVENUE,OPEN,GOVERNMENT - FEDERAL,1840073766
196784458,61ST MEDICAL SQUADRON,"483 NORTH AVIATION BOULEVARD, BUILDING 210",OPEN,GOVERNMENT - FEDERAL,1840020481
196784460,62ND MEDICAL SQUADRON,690 BARNES BLVD,OPEN,GOVERNMENT - FEDERAL,1840073929
196784461,633D MEDICAL GROUP - LANGLEY AFB FACILITY,77 NEALY AVE,OPEN,GOVERNMENT - FEDERAL,1840003866
196784462,"66TH MEDICAL SQUADRON, HANSCOM AIR FORCE BASE","90 VANDENBERG DR, BUILDING 1900",OPEN,GOVERNMENT - FEDERAL,1840043425
24,88TH MEDICAL GROUP - WRIGHT - PATTERSON AIR FORCE BASE MEDICAL CENTER,4881 SUGAR MAPLE DRIVE,OPEN,GOVERNMENT - FEDERAL,1840073790
498438,92ND MEDICAL GROUP,"701 HOSPITAL LOOP, BUILDING 9000",OPEN,GOVERNMENT - FEDERAL,1840073916
44332542,96TH MEDICAL GROUP,"307 BOATNER ROAD, SUITE 114",OPEN,GOVERNMENT - FEDERAL,1840073828
21,99TH MEDICAL GROUP - MIKE O'CALLAGHAN MILITARY MEDICAL CENTER,"4700 NORTH LAS VEGAS BLVD, BUILDING 1300",OPEN,GOVERNMENT - FEDERAL,1840074502
86,9TH MEDICAL GROUP,15301 WARREN SHINGLE ROAD,OPEN,GOVERNMENT - FEDERAL,1840073898
196784475,ALLEN SOLDER - CENTERED MEDICAL HOME,9040A JACKSON AVENUE,OPEN,GOVERNMENT - FEDERAL,1840021129
196784485,BHC DAM NECK ANNEX,"1885 TERRIER AVE, BUILDING 504, SUITE 201 AND SUITE 203",OPEN,GOVERNMENT - FEDERAL,1840003871
4960064,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,3001 GREEN BAY ROAD,OPEN,GOVERNMENT - FEDERAL,1840008086
196784511,COAST GUARD SECTOR COLUMBIA RIVER,2185 SE 12TH PLACE,OPEN,GOVERNMENT - FEDERAL,1840021183
196784513,CONNER ARMY MEDICAL HOME,"10205 N RIVA RIDGE LOOP, SUITE P10506",OPEN,GOVERNMENT - FEDERAL,1840073579
196784514,COPPERAS COVE MEDICAL HOME,458 TOWN SQUARE,OPEN,GOVERNMENT - FEDERAL,1840019538
27,EVANS ARMY COMMUNITY HOSPITAL,"1650 COCHRANE CIRCLE, BUILDING 7500",OPEN,GOVERNMENT - FEDERAL,1840018825
28,FORT BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,OPEN,GOVERNMENT - FEDERAL,1840073578
196784528,FORT RILEY PUBLIC HEALTH DEPARTMENT,7665 NORMANDY DR,OPEN,GOVERNMENT - FEDERAL,1840073757
133,FOX ARMY HEALTH CENTER,4100 GOSS RD,OPEN,GOVERNMENT - FEDERAL,1840035873
9,KELLER ARMY COMMUNITY HOSPITAL,900 WASHINGTON ROAD,OPEN,GOVERNMENT - FEDERAL,1840004866
196784533,KILLEEN MEDICAL HOME,3404 KAYDENCE COURT,OPEN,GOVERNMENT - FEDERAL,1840020854
196784534,KIMBROUGH AMBULATORY CARE CENTER,"2480 LLEWELLYN AVENUE, SUITE 5800",OPEN,GOVERNMENT - FEDERAL,1840073581
11,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BOULEVARD,OPEN,GOVERNMENT - FEDERAL,1840013818
1098312,NAVAL HOSPITAL BREMERTON,1 BOONE RD,OPEN,GOVERNMENT - FEDERAL,1840018410
44132214,NAVAL HOSPITAL JACKSONVILLE,2080 CHILD ST,OPEN,GOVERNMENT - FEDERAL,1840015031
15,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,OPEN,GOVERNMENT - FEDERAL,1840015005
35,NAVAL HOSPITAL TWENTYNINE PALMS,"STURGIS STREET, BUILDING 1145, MCAGCC",OPEN,GOVERNMENT - FEDERAL,1840021729
16,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,OPEN,GOVERNMENT - FEDERAL,1840003872
17,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,OPEN,GOVERNMENT - FEDERAL,1840021990
196784556,US COAST GUARD SECTOR NORTH BEND,2000 CONNECTICUT AVENUE,OPEN,GOVERNMENT - FEDERAL,1840020057
182120889,WALTER REED NATIONAL MILITARY MEDICAL CENTER,8901 ROCKVILLE PIKE,OPEN,GOVERNMENT - FEDERAL,1840005826
196784557,WARRIOR OHANA MEDICAL HOME,91-1010 SHANGRILA STREET,OPEN,GOVERNMENT - FEDERAL,1840025211
36,WEED ARMY COMMUNITY HOSPITAL,390 NORTH LOOP RD,OPEN,GOVERNMENT - FEDERAL,1840025802
196784558,WESTOVER MEDICAL HOME,10010 ROGERS CROSSING,OPEN,GOVERNMENT - FEDERAL,1840022220
196784559,WILLIAM BEAUMONT ARMY MEDICAL CENTER,18511 HIGHLANDER MEDICS STREET,OPEN,GOVERNMENT - FEDERAL,1840073931
19,WINN ARMY COMMUNITY HOSPITAL,1061 HARMON AVE,OPEN,GOVERNMENT - FEDERAL,1840073839
920010,CHILDREN'S NATIONAL MEDICAL CENTER,111 MICHIGAN AVE NW,OPEN,NON-PROFIT,1840006060
1220037,GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RD ST NW,OPEN,PROPRIETARY,1840006060
75320017,HOSPITAL FOR SICK CHILDREN AND PEDIATRIC CENTER,1731 BUNKER HILL RD NE,OPEN,NOT AVAILABLE,1840006060
720001,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,OPEN,NON-PROFIT,1840006060
75420007,MEDSTAR - GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD NW,OPEN,GOVERNMENT - STATE,1840006060
820010,MEDSTAR NATIONAL REHABILITATION HOSPITAL,102 IRVING ST NW,OPEN,NON-PROFIT,1840006060
620010,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,OPEN,NON-PROFIT,1840006060
196784561,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,CLOSED,NOT AVAILABLE,1840006060
1320016,PSYCHIATRIC INSTITUTE OF WASHINGTON,4228 WISCONSIN AVE NW,OPEN,PROPRIETARY,1840006060
320016,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO ROAD NW,OPEN,NON-PROFIT,1840006060
1620002,BRIDGEPOINT HOSPITAL CAPITOL HILL,700 CONSTITUTION AVE NE,OPEN,PROPRIETARY,1840006060
75520032,BRIDGEPOINT HOSPITAL NATIONAL HARBOR,4601 MARTIN LUTHER KING JR AVE SW,OPEN,NOT AVAILABLE,1840006060
1520032,SAINT ELIZABETH'S HOSPITAL,1100 ALABAMA AVE SE,OPEN,GOVERNMENT - LOCAL,1840006060
75220032,UNITED MEDICAL CENTER,1310 SOUTHERN AVE SE,OPEN,NOT AVAILABLE,1840006060
10532701,ADVENTHEALTH ALTAMONTE SPRINGS,601 E ALTAMONTE DR,OPEN,NON-PROFIT,1840014072
196784562,ADVENTHEALTH APOPKA,2100 OCOEE APOPKA RD,OPEN,NON-PROFIT,1840014093
11133614,ADVENTHEALTH CARROLLWOOD,7171 N DALE MABRY HWY,OPEN,NON-PROFIT,1840015982
11434747,ADVENTHEALTH CELEBRATION,400 CELEBRATION PL,OPEN,NON-PROFIT,1840014138
31233525,ADVENTHEALTH DADE CITY,13100 FORT KING RD,OPEN,NON-PROFIT,1840015101
12732117,ADVENTHEALTH DAYTONA BEACH,301 MEMORIAL MEDICAL PKWY,OPEN,NON-PROFIT,1840015068
11532721,ADVENTHEALTH DELAND,701 W PLYMOUTH AVE,OPEN,NON-PROFIT,1840015071
11832822,ADVENTHEALTH EAST ORLANDO,7727 LAKE UNDERHILL RD,OPEN,NON-PROFIT,1840015099
11932763,ADVENTHEALTH FISH MEMORIAL,1055 SAXON BLVD,OPEN,NON-PROFIT,1840015075
16833837,ADVENTHEALTH HEART OF FLORIDA,40100 HIGHWAY 27,OPEN,NON-PROFIT,1840015104
12434744,ADVENTHEALTH KISSIMMEE,2450 N ORANGE BLOSSOM TRL,OPEN,NON-PROFIT,1840015109
12333852,ADVENTHEALTH LAKE PLACID,1210 US 27 N,OPEN,NON-PROFIT,1840017248
21233853,ADVENTHEALTH LAKE WALES,410 S 11TH ST,OPEN,NON-PROFIT,1840015107
3232168,ADVENTHEALTH NEW SMYRNA BEACH,401 PALMETTO ST,OPEN,NON-PROFIT,1840015073
12934689,ADVENTHEALTH NORTH PINELLAS,1395 S PINELLAS AVE,OPEN,NON-PROFIT,1840015980
27534471,ADVENTHEALTH OCALA,1500 SW 1ST AVE,OPEN,NON-PROFIT,1840015067
10232803,ADVENTHEALTH ORLANDO,601 E ROLLINS ST,OPEN,NON-PROFIT,1840015099
12132164,ADVENTHEALTH PALM COAST,60 MEMORIAL MEDICAL PKWY,OPEN,NON-PROFIT,1840015064
12233872,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,OPEN,NON-PROFIT,1840015986
13233613,ADVENTHEALTH TAMPA,3100 E FLETCHER AVE,OPEN,NON-PROFIT,1840015982
13332778,ADVENTHEALTH WATERMAN,1000 WATERMAN WAY,OPEN,NON-PROFIT,1840015953
196784563,ADVENTHEALTH WAUCHULA,735 S 5TH AVE,OPEN,NON-PROFIT,1840015987
36833544,ADVENTHEALTH WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,OPEN,NON-PROFIT,1840014118
43632792,ADVENTHEALTH WINTER PARK,200 N LAKEMONT AVE,OPEN,NON-PROFIT,1840015966
13533541,ADVENTHEALTH ZEPHYRHILLS,7050 GALL BLVD,OPEN,NON-PROFIT,1840015968
532806,ARNOLD PALMER MEDICAL CENTER,92 W MILLER ST,OPEN,NON-PROFIT,1840015099
2632401,ASCENSION SACRED HEART BAY,615 N BONITA AVE,OPEN,NON-PROFIT,1840015034
33132550,ASCENSION SACRED HEART EMERALD COAST,7800 US HIGHWAY 98 W,OPEN,NON-PROFIT,1840013925
184632504,ASCENSION SACRED HEART PENSACOLA,5151 N NORTH NINTH AVENUE,OPEN,NON-PROFIT,1840015005
36232068,ASCENSION ST VINCENT'S CLAY COUNTY,1670 ST VINCENTS WAY,OPEN,NON-PROFIT,1840013998
33432204,ASCENSION ST VINCENT'S RIVERSIDE,1 SHIRCLIFF WAY,OPEN,NON-PROFIT,1840015031
39532216,ASCENSION ST VINCENT'S SOUTHSIDE,4201 BELFORT RD,OPEN,NON-PROFIT,1840015031
21532808,ASPIRE HEALTH PARTNERS,1800 MERCY DR,OPEN,NON-PROFIT,1840015099
933180,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,OPEN,PROPRIETARY,1840014243
1132501,BAPTIST HOSPITAL,1000 W MORENO ST,OPEN,NON-PROFIT,1840015005
1333176,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DRIVE,OPEN,NON-PROFIT,1840015149
1632250,BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,OPEN,NON-PROFIT,1840015032
1932207,BAPTIST MEDICAL CENTER JACKSONVILLE,800 PRUDENTIAL DR,OPEN,NON-PROFIT,1840015031
1732034,BAPTIST MEDICAL CENTER NASSAU,1250 S 18TH ST,OPEN,NON-PROFIT,1840013929
2132258,BAPTIST MEDICAL CENTER SOUTH,14550 OLD ST AUGUSTINE RD,OPEN,NON-PROFIT,1840015031
2333831,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,OPEN,NON-PROFIT,1840014128
2834698,BAYCARE ALLIANT HOSPITAL,601 MAIN ST,OPEN,NON-PROFIT,1840014144
4134601,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,OPEN,PROPRIETARY,1840014112
31433952,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,OPEN,PROPRIETARY,1840014200
6333950,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,OPEN,PROPRIETARY,1840015122
34834428,BAYFRONT HEALTH SEVEN RIVERS,6201 N SUNCOAST BLVD,OPEN,PROPRIETARY,1840015084
37634609,BAYFRONT HEALTH SPRING HILL,10461 QUALITY DR,OPEN,PROPRIETARY,1840014105
3333435,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,OPEN,NON-PROFIT,1840014208
35733472,BETHESDA HOSPITAL WEST,9655 W BOYNTON BEACH BLVD,OPEN,NON-PROFIT,1840014208
3434209,BLAKE MEDICAL CENTER,2020 59TH ST W,OPEN,PROPRIETARY,1840014173
3633486,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,OPEN,NON-PROFIT,1840014207
4032216,BROOKS REHABILITATION HOSPITAL UNIVERSITY CAMPUS,3599 UNIVERSITY BLVD S,OPEN,NON-PROFIT,1840015031
4233065,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,OPEN,NON-PROFIT,1840015134
4433308,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,OPEN,NON-PROFIT,1840014236
4633316,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,OPEN,NON-PROFIT,1840014236
4833064,BROWARD HEALTH NORTH,201 E SAMPLE RD,OPEN,NON-PROFIT,1840015143
5032424,CALHOUN - LIBERTY HOSPITAL,20370 NE BURNS AVENUE,OPEN,NON-PROFIT,1840013952
5232440,CAMPBELLTON - GRACEVILLE HOSPITAL,5429 COLLEGE DR,OPEN,PROPRIETARY,1840013906
5432931,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,OPEN,NON-PROFIT,1840015093
5533990,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,OPEN,NON-PROFIT,1840015130
5632308,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,OPEN,PROPRIETARY,1840015913
5732353,CAPITAL REGIONAL MEDICAL CENTER GADSDEN MEMORIAL CAMPUS,23186 BLUE STAR HWY,OPEN,PROPRIETARY,1840015022
23234208,CENTERSTONE OF FLORIDA INC,2020 26TH AVE E,OPEN,NON-PROFIT,1840014173
5932821,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,6601 CENTRAL FLORIDA PKWY,OPEN,PROPRIETARY,1840015099
6232771,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,OPEN,PROPRIETARY,1840015958
26433126,CHILDREN AND FAMILY HOSPITAL OF SOUTH FLORIDA,5959 NW 7TH ST,OPEN,NON-PROFIT,1840015149
6532901,CIRCLES OF CARE INC,400 E SHERIDAN RD,OPEN,NON-PROFIT,1840015960
6634452,CITRUS MEMORIAL HOSPITAL,502 HIGHLAND BLVD,OPEN,PROPRIETARY,1840015085
6733326,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,OPEN,NON-PROFIT,1840016003
17932960,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,1000 36TH ST,OPEN,NON-PROFIT,1840015985
23934994,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,200 SE HOSPITAL AVE,OPEN,NON-PROFIT,1840015990
23834997,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,2100 SE SALERNO RD,OPEN,NON-PROFIT,1840015990
167934997,CORAL SHORES BEHAVIORAL HEALTH,5995 SE COMMUNITY DRIVE,OPEN,PROPRIETARY,1840015990
37532207,CURAHEALTH JACKSONVILLE LLC,4901 RICHARD ST,OPEN,PROPRIETARY,1840015031
7233484,DELRAY MEDICAL CENTER,5352 LINTON BLVD,OPEN,PROPRIETARY,1840015123
7333040,DEPOO HOSPITAL,1200 KENNEDY DR,OPEN,PROPRIETARY,1840015161
7434266,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,OPEN,NON-PROFIT,1840014187
7633146,DOCTORS HOSPITAL,5000 UNIVERSITY DR,OPEN,NON-PROFIT,1840015147
7834233,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,OPEN,PROPRIETARY,1840015988
8132425,DOCTORS MEMORIAL HOSPITAL,2600 HOSPITAL DRIVE,OPEN,NON-PROFIT,1840013924
8232348,DOCTORS' MEMORIAL HOSPITAL,333 N BYRON BUTLER PKWY,OPEN,NON-PROFIT,1840015046
8333137,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,OPEN,NON-PROFIT,1840015149
8732308,EASTSIDE PSYCHIATRIC HOSPITAL,2634B CAPITAL CIR NE,OPEN,NON-PROFIT,1840015913
8832063,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,OPEN,NON-PROFIT,1840015921
9132405,EMERALD COAST BEHAVIORAL HOSPITAL,1940 HARRISON AVE,OPEN,PROPRIETARY,1840015034
36634997,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,5850 SE COMMUNITY DR,OPEN,PROPRIETARY,1840015990
35632714,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,831 S STATE RD 434,OPEN,PROPRIETARY,1840014072
16033770,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,901 CLEARWATER LARGO RD N,OPEN,PROPRIETARY,1840015114
16133189,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,20601 OLD CUTLER RD,OPEN,PROPRIETARY,1840015149
196784564,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH TAMPA,3840 ATMORE GROVE DR,OPEN,PROPRIETARY,1840014156
36334471,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,2275 SW 22ND LANE,OPEN,PROPRIETARY,1840015067
15932405,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,1847 FLORIDA AVE,OPEN,PROPRIETARY,1840015034
196784565,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PENSACOLA,1101 OFFICE WOODS DR,OPEN,PROPRIETARY,1840015005
16234240,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,6400 EDGELAKE DR,OPEN,PROPRIETARY,1840015988
16334613,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,12440 CORTEZ BLVD,OPEN,PROPRIETARY,1840014112
16633351,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,4399 NOB HILL RD,OPEN,PROPRIETARY,1840016000
16432308,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,1675 RIGGINS RD,OPEN,PROPRIETARY,1840015913
16732960,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,1600 37TH ST,OPEN,PROPRIETARY,1840015985
9434223,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,OPEN,PROPRIETARY,1840013127
9533952,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,OPEN,PROPRIETARY,1840014200
9733050,FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HWY,OPEN,NON-PROFIT,1840016010
13732324,FLORIDA STATE HOSPITAL,100 N MAIN ST,OPEN,NON-PROFIT,1840015020
183933334,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,5757 N DIXIE HIGHWAY,OPEN,PROPRIETARY,1840015139
13932547,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,OPEN,PROPRIETARY,1840013923
14032329,GEORGE E WEEMS MEMORIAL HOSPITAL,135 AVE G,OPEN,NON-PROFIT,1840014015
14133401,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,OPEN,PROPRIETARY,1840015993
14332561,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,OPEN,NON-PROFIT,1840013920
14833912,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,13681 DOCTORS WAY,OPEN,NON-PROFIT,1840014226
14632405,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,OPEN,PROPRIETARY,1840015034
14932547,GULF COAST TREATMENT CENTER,1015 MAR WALT DR,OPEN,PROPRIETARY,1840013923
15033612,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE HOSPITAL,12902 MAGNOLIA DR,OPEN,NON-PROFIT,1840015982
15132114,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,OPEN,NON-PROFIT,1840015068
15332127,HALIFAX HEALTH MEDICAL CENTER - PORT ORANGE,1041 DUNLAWTON AVE,OPEN,NON-PROFIT,1840015077
196784236,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,3300 HALIFAX CROSSINGS BLVD,OPEN,NON-PROFIT,1840015072
15432117,HALIFAX PSYCHIATRIC CENTER - NORTH,841 JIMMY ANN DR,OPEN,NON-PROFIT,1840015068
40433615,HCA FL WEST TAMPA HOSPITAL PART OF HCA FL SOUTH TAMPA HOSPITAL,6001 WEBB RD,OPEN,PROPRIETARY,1840015982
3833511,HCA FLORIDA BRANDON HOSPITAL,119 OAKFIELD DR,OPEN,PROPRIETARY,1840014151
25233609,HCA FLORIDA SOUTH TAMPA HOSPITAL,2901 W SWANN AVE,OPEN,PROPRIETARY,1840015982
81933321,HCA FLORIDA UNIVERSITY HOSPITAL,3476 S UNIVERSITY DR,OPEN,PROPRIETARY,1840017272
40933321,HCA FLORIDA WOODMONT HOSPITAL,7201 N UNIVERSITY DR,OPEN,PROPRIETARY,1840016001
15632435,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,OPEN,PROPRIETARY,1840015011
15833908,HEALTHPARK MEDICAL CENTER,9981 HEALTHPARK CIR,OPEN,NON-PROFIT,1840014226
16933440,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,OPEN,NON-PROFIT,1840015128
17233870,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S HIGHLANDS AVE,OPEN,PROPRIETARY,1840015986
17432901,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,OPEN,NON-PROFIT,1840015960
17533308,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,OPEN,NON-PROFIT,1840014236
17733033,HOMESTEAD HOSPITAL,975 BAPTIST WAY,OPEN,NON-PROFIT,1840015159
18032446,JACKSON HOSPITAL,4250 HOSPITAL DR,OPEN,NON-PROFIT,1840015897
18433136,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,OPEN,NON-PROFIT,1840015149
18633169,JACKSON NORTH MEDICAL CENTER,160 NW 170TH ST,OPEN,NON-PROFIT,1840015155
18733157,JACKSON SOUTH MEDICAL CENTER,9333 SW 152ND ST,OPEN,NON-PROFIT,1840015149
77333136,JACKSON WEST MEDICAL CENTER,2801 NW 79 AVE,OPEN,NON-PROFIT,1840015148
19032565,JAY HOSPITAL,14114 ALABAMA ST,OPEN,NON-PROFIT,1840017156
19233462,JFK MEDICAL CENTER,5301 S CONGRESS AVE,OPEN,PROPRIETARY,1840014203
6833407,JFK MEDICAL CENTER NORTH CAMPUS,2201 45TH ST,OPEN,PROPRIETARY,1840015993
19433458,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,OPEN,NON-PROFIT,1840017255
19633175,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,OPEN,PROPRIETARY,1840015149
42733155,KERALTY HOSPITAL,2500 SW 75TH AVE,OPEN,PROPRIETARY,1840015149
19732901,KINDRED HOSPITAL MELBOURNE,765 W NASA BLVD,OPEN,PROPRIETARY,1840015960
19834474,KINDRED HOSPITAL OCALA,"1500 SW 1ST AVE, 5TH FLR",OPEN,PROPRIETARY,1840015067
19933418,KINDRED HOSPITAL THE PALM BEACHES,5555 W BLUE HERON BLVD,OPEN,PROPRIETARY,1840015126
20133611,KINDRED HOSPITAL - BAY AREA - TAMPA,4555 S MANHATTAN AVE,OPEN,PROPRIETARY,1840015982
20233603,KINDRED HOSPITAL - CENTRAL TAMPA,4801 N HOWARD AVE,OPEN,PROPRIETARY,1840015982
20332043,KINDRED HOSPITAL - NORTH FLORIDA,801 OAK ST,OPEN,PROPRIETARY,1840013999
20433134,KINDRED HOSPITAL - SOUTH FLORIDA - CORAL GABLES,5190 SW 8TH ST,OPEN,PROPRIETARY,1840015147
